date,category,payment_mode,description,amount_paid,cashback
2024-12-02,Transport,Cash,Dark cut traditional.,173.43,0.0
2024-12-04,Food,Net Banking,Lot few.,2031.59,0.0
2024-12-27,Gifts,Cash,Before our lose.,1684.34,0.0
2024-12-21,Travel,Cash,Theory less hotel cell.,2163.59,0.0
2024-12-09,Gifts,Debit Card,None have loss.,1667.48,0.0
2024-12-19,Transport,UPI,Reason citizen watch.,516.65,11.44
2024-12-11,Entertainment,Cash,Agent travel.,4437.43,0.0
2024-12-22,Food,Cash,Yourself television.,381.42,48.71
2024-12-21,Entertainment,Credit Card,Mission material easy.,1837.13,0.0
2024-12-13,Transport,Net Banking,Organization budget group.,3667.54,164.01
2024-12-14,Travel,Debit Card,Indeed itself.,358.69,0.0
2024-12-14,Entertainment,UPI,Name.,3029.89,0.0
2024-12-16,Entertainment,UPI,Plan attention Mrs measure.,2746.42,0.0
2024-12-16,Travel,Cash,Body great type.,1470.37,152.56
2024-12-23,Entertainment,UPI,Despite prove street fast.,2317.46,0.0
2024-12-06,Food,Credit Card,Defense customer hair.,1455.72,0.0
2024-12-07,Transport,Net Banking,School for effect.,1631.06,24.66
2024-12-07,Gifts,Net Banking,Decide trial particular.,1569.23,0.0
2024-12-01,Food,Cash,Shoulder herself impact property.,2514.02,21.27
2024-12-19,Gifts,Credit Card,Hear exist quite quality.,109.59,0.0
2024-12-12,Shopping,Debit Card,Present particular.,1315.98,0.0
2024-12-18,Transport,Credit Card,If interview.,1164.15,0.0
2024-12-18,Travel,Net Banking,Story change walk.,3860.98,0.0
2024-12-14,Shopping,Credit Card,Remember no.,2626.28,0.0
2024-12-03,Shopping,Cash,Baby official before.,509.87,0.0
2024-12-11,Shopping,Credit Card,Value else model.,2632.73,0.0
2024-12-07,Transport,Net Banking,Foreign authority support.,1209.04,66.38
2024-12-10,Entertainment,UPI,Challenge.,1150.87,0.0
2024-12-02,Food,Debit Card,Top enjoy stage.,4512.42,0.0
2024-12-08,Shopping,Credit Card,Media.,4189.42,0.0
2024-12-05,Entertainment,UPI,Yes rich short phone.,2862.4,0.0
2024-12-01,Food,Credit Card,Fish role exactly.,1396.47,0.0
2024-12-25,Shopping,Cash,Reduce break nature.,3029.82,0.0
2024-12-27,Shopping,UPI,Discuss education.,1280.12,0.0
2024-12-22,Bills,Cash,Appear consider.,1020.97,0.0
2024-12-26,Travel,Cash,Blue eight loss.,1471.2,171.08
2024-12-11,Travel,Cash,Town go.,3509.49,0.0
2024-12-19,Travel,Debit Card,Too police.,4599.92,0.0
2024-12-18,Transport,Net Banking,These and.,3966.06,0.0
2024-12-23,Food,UPI,Green summer you.,2887.32,0.0
2024-12-09,Bills,Debit Card,Stand here.,414.72,0.0
2024-12-16,Gifts,Debit Card,A could campaign.,1886.77,120.44
2024-12-01,Gifts,Debit Card,Heavy TV.,3336.26,0.0
2024-12-27,Bills,Cash,Reason glass movement.,1084.34,0.0
2024-12-11,Shopping,Net Banking,These detail.,836.05,0.0
2024-12-11,Travel,Debit Card,Education size.,4562.46,0.0
2024-12-12,Transport,Net Banking,Garden strategy every.,2559.75,0.0
2024-12-22,Transport,UPI,Knowledge partner.,4089.72,0.0
2024-12-03,Food,Debit Card,True this.,3363.81,161.67
2024-12-01,Shopping,Debit Card,Indeed third.,686.44,0.0
2024-12-18,Gifts,UPI,Pick political.,4631.46,0.0
2024-12-16,Bills,Net Banking,Left general.,3339.94,0.0
2024-12-23,Gifts,Cash,Final save public.,1161.62,161.32
2024-12-02,Bills,Credit Card,Beautiful.,1425.17,0.0
2024-12-23,Bills,Cash,Night image general.,1987.38,0.0
2024-12-25,Bills,UPI,Keep customer visit.,3455.44,0.0
2024-12-03,Transport,Debit Card,Range couple.,658.53,27.5
2024-12-07,Shopping,Credit Card,Enjoy growth ago.,3363.92,8.98
2024-12-11,Bills,UPI,Fish computer yeah score.,381.26,0.0
2024-12-20,Travel,Credit Card,Such lead lawyer.,4653.25,0.0
2024-12-01,Entertainment,Net Banking,Race sell risk.,2685.93,0.0
2024-12-14,Transport,Net Banking,Democratic against these.,2148.45,0.0
2024-12-05,Transport,Debit Card,Million write.,1809.81,194.46
2024-12-05,Travel,Net Banking,Sometimes through themselves.,3040.76,0.0
2024-12-16,Shopping,UPI,Despite cut audience.,1106.87,0.0
2024-12-21,Shopping,Cash,Team clear pattern.,4374.12,0.0
2024-12-18,Transport,Net Banking,Off nation.,3781.61,170.08
2024-12-19,Bills,Cash,Movement old high.,1319.4,28.27
2024-12-24,Transport,UPI,Your require president.,4308.67,0.0
2024-12-08,Travel,Cash,Feel rule able.,1182.11,0.0
2024-12-17,Food,Debit Card,Short she sit.,1287.39,0.0
2024-12-09,Transport,Net Banking,Free three read.,1848.33,0.0
2024-12-21,Bills,Cash,Likely cold.,1567.82,0.0
2024-12-13,Shopping,Credit Card,Type whole.,1766.99,0.0
2024-12-04,Entertainment,UPI,Certain true.,1092.64,0.0
2024-12-12,Food,Net Banking,Turn ok.,4382.55,0.0
2024-12-02,Transport,Cash,Answer treatment.,1601.16,0.0
2024-12-03,Transport,Net Banking,Office smile focus.,3127.59,0.0
2024-12-14,Bills,UPI,Which hour.,3548.16,0.0
2024-12-12,Bills,Net Banking,For way discuss.,3219.6,179.84
2024-12-08,Travel,Debit Card,Past help low.,621.65,0.0
2024-12-16,Entertainment,Cash,Begin kid happen commercial.,3124.36,0.0
2024-12-12,Bills,Credit Card,Red believe start.,1944.9,0.0
2024-12-02,Gifts,Cash,Defense move already.,3490.14,0.0
2024-12-05,Bills,Debit Card,Figure.,4521.17,0.0
2024-12-08,Entertainment,Credit Card,Anyone.,4597.6,10.66
2024-12-11,Food,Credit Card,Plant star.,1438.91,0.0
2024-12-12,Entertainment,UPI,At live.,4387.41,0.0
2024-12-08,Travel,Cash,Store serve.,4811.17,0.0
2024-12-25,Shopping,Cash,Month ever woman.,789.81,122.07
2024-12-13,Food,UPI,Material service.,531.22,0.0
2024-12-01,Gifts,Net Banking,Affect mean.,4430.07,0.0
2024-12-02,Gifts,Cash,Tell measure.,769.22,0.0
2024-12-03,Gifts,UPI,Level paper sort.,815.63,0.0
2024-12-23,Entertainment,UPI,List money.,379.96,0.0
2024-12-17,Gifts,Debit Card,Chair effect stock.,4847.21,0.0
2024-12-13,Bills,Debit Card,Vote table political.,621.52,107.36
2024-12-10,Gifts,Net Banking,Case once.,2849.27,0.0
2024-12-10,Shopping,Cash,Everyone any.,4951.6,51.91
2024-12-13,Bills,Cash,Line environmental clearly.,2622.15,0.0
2024-12-27,Bills,Net Banking,Join hair.,4170.47,0.0
2024-12-09,Food,Net Banking,Why citizen space.,2677.44,0.0
2024-12-12,Shopping,Net Banking,Important in.,4111.16,0.0
2024-12-24,Transport,Debit Card,Those suffer.,1729.58,0.0
2024-12-27,Gifts,Credit Card,She series try.,782.72,0.0
2024-12-05,Gifts,Debit Card,Fact could.,2514.15,0.0
2024-12-01,Food,UPI,Oil determine language.,3548.12,0.0
2024-12-24,Gifts,UPI,Skill case human each.,337.84,0.0
2024-12-16,Food,Credit Card,Country near money identify.,3228.82,0.0
2024-12-12,Gifts,Net Banking,State threat.,4001.71,0.0
2024-12-13,Shopping,Net Banking,Alone leave door.,1782.59,0.0
2024-12-23,Transport,Net Banking,Hotel way course.,2365.12,0.0
2024-12-03,Travel,Debit Card,Care theory.,1486.16,0.0
2024-12-09,Shopping,Debit Card,Town though mind.,1558.64,0.0
2024-12-15,Travel,Net Banking,Ready operation not.,2222.73,145.61
2024-12-01,Food,Net Banking,His source.,4661.47,0.0
2024-12-11,Shopping,Debit Card,Heavy rich.,1555.85,0.0
2024-12-12,Shopping,Cash,Station movement.,1511.99,0.0
2024-12-07,Gifts,Net Banking,Interview including whatever.,3466.54,0.0
2024-12-27,Gifts,Cash,Want beautiful.,1471.86,0.0
