date,category,payment_mode,description,amount_paid,cashback
2024-07-12,Gifts,Debit Card,Trouble cell bad.,4977.47,0.0
2024-07-19,Entertainment,Debit Card,Rather view economy.,3975.63,42.56
2024-07-19,Travel,Debit Card,Four sign.,339.38,0.0
2024-07-14,Travel,UPI,Rise.,3072.8,0.0
2024-07-16,Food,Debit Card,Almost strong ground.,3200.12,0.0
2024-07-14,Entertainment,UPI,Single Democrat.,908.75,0.0
2024-07-18,Travel,UPI,Meet write police.,910.16,0.0
2024-07-19,Travel,UPI,Me former follow.,2490.38,20.11
2024-07-07,Gifts,Credit Card,Full guess court.,1120.73,0.0
2024-07-01,Entertainment,UPI,Not hot question thought.,1673.22,0.0
2024-07-01,Entertainment,Credit Card,Her travel.,3868.17,0.0
2024-07-03,Bills,Credit Card,Professional million present mouth.,3731.23,10.59
2024-07-05,Travel,Net Banking,Other my dream.,4505.13,0.0
2024-07-17,Gifts,Debit Card,Sit policy order.,4567.77,0.0
2024-07-11,Entertainment,Net Banking,Just away just.,1054.62,0.0
2024-07-13,Transport,Cash,Year character close.,3362.42,122.2
2024-07-16,Food,UPI,Fish give here.,2897.78,0.0
2024-07-25,Gifts,Cash,Any early.,525.63,152.09
2024-07-01,Shopping,Credit Card,Forget skin.,1051.35,0.0
2024-07-14,Food,Debit Card,Society.,2917.53,106.41
2024-07-25,Transport,Cash,Radio job statement.,2663.82,40.75
2024-07-19,Bills,UPI,Movement no should.,1064.35,0.0
2024-07-11,Gifts,Net Banking,Live.,2961.4,0.0
2024-07-01,Travel,Net Banking,From during agreement.,1795.03,0.0
2024-07-07,Travel,Credit Card,Find capital maybe.,4414.49,0.0
2024-07-12,Shopping,Credit Card,Physical after.,159.34,0.0
2024-07-01,Entertainment,Credit Card,Ground sport indicate mention.,4243.92,0.0
2024-07-07,Food,Net Banking,Course.,2066.73,0.0
2024-07-02,Bills,Debit Card,Behind.,1518.68,35.06
2024-07-18,Gifts,Net Banking,National chance.,3595.37,0.0
2024-07-15,Entertainment,UPI,Cold very put.,249.27,0.0
2024-07-13,Transport,Credit Card,That safe present.,4257.59,185.63
2024-07-14,Bills,Net Banking,Member there audience.,1109.45,25.11
2024-07-15,Transport,Credit Card,Ability whom.,1479.45,186.46
2024-07-23,Food,Debit Card,Make.,4016.25,0.0
2024-07-26,Entertainment,Cash,Think make.,872.95,0.0
2024-07-07,Food,UPI,Hard data.,3191.98,0.0
2024-07-09,Transport,Credit Card,Yourself fill.,2620.35,118.76
2024-07-09,Gifts,Net Banking,Nor father let of.,3018.41,0.0
2024-07-16,Entertainment,UPI,Discover.,2228.37,0.0
2024-07-12,Shopping,Cash,Population open black.,217.01,179.61
2024-07-17,Gifts,Cash,Treat.,1256.35,0.0
2024-07-17,Bills,Net Banking,Suddenly rule.,2183.2,0.0
2024-07-03,Gifts,Net Banking,It history.,4387.85,0.0
2024-07-24,Food,Credit Card,Answer easy.,2090.66,61.99
2024-07-12,Transport,Debit Card,Kid face yes.,2312.23,0.0
2024-07-18,Shopping,UPI,Social major today.,2712.45,0.0
2024-07-07,Travel,Cash,Them three.,659.33,0.0
2024-07-24,Gifts,Net Banking,Work indeed.,4317.42,0.0
2024-07-23,Travel,Cash,Conference second scene dog.,974.76,0.0
2024-07-04,Gifts,UPI,Bar purpose not.,278.5,49.0
2024-07-12,Gifts,Debit Card,Water each debate.,3655.66,12.84
2024-07-15,Gifts,UPI,House cause.,1474.27,0.0
2024-07-22,Entertainment,Credit Card,Movie five never.,2062.32,0.0
2024-07-15,Entertainment,Net Banking,Occur partner.,2513.7,0.0
2024-07-09,Shopping,UPI,Ability organization girl.,2269.26,45.14
2024-07-10,Shopping,Credit Card,Four firm type.,2235.89,0.0
2024-07-19,Transport,UPI,Common her.,2598.49,0.0
2024-07-09,Shopping,Credit Card,Media finally.,3468.84,182.85
2024-07-19,Bills,UPI,Street.,1658.19,92.14
2024-07-03,Entertainment,Net Banking,While half everybody.,2521.37,0.0
2024-07-07,Transport,Net Banking,Among owner.,4874.62,0.0
2024-07-07,Shopping,Cash,Key government get.,1058.37,0.0
2024-07-13,Food,Debit Card,Decade suffer.,2502.63,0.0
2024-07-25,Food,Cash,Available participant finally.,3255.58,0.0
2024-07-01,Transport,Net Banking,Paper argue.,3804.81,0.0
2024-07-04,Gifts,UPI,What focus.,632.56,156.83
2024-07-26,Travel,Cash,Bed.,2031.73,0.0
2024-07-12,Shopping,Cash,Matter most cost.,1241.35,0.0
2024-07-23,Gifts,Net Banking,Wear which fact customer.,1847.01,64.69
2024-07-09,Food,Credit Card,Need bed.,656.17,0.0
2024-07-10,Entertainment,Debit Card,Free simply.,2060.28,0.0
2024-07-20,Entertainment,Cash,Who.,788.73,0.0
2024-07-01,Entertainment,Cash,Scientist spend.,4744.44,93.32
2024-07-04,Gifts,Net Banking,Edge environmental.,1636.61,0.0
2024-07-10,Food,Cash,Himself help discover.,3164.44,0.0
2024-07-14,Travel,Cash,Land compare laugh.,4003.21,0.0
2024-07-10,Bills,Credit Card,Fly.,4826.95,0.0
2024-07-16,Transport,Cash,Son fear.,4117.98,18.63
2024-07-18,Travel,Credit Card,Surface large wrong animal.,2089.24,0.0
2024-07-16,Transport,Net Banking,Far let.,4380.98,0.0
2024-07-05,Travel,UPI,Above feel.,2336.1,0.0
2024-07-12,Entertainment,Debit Card,Throughout draw.,1416.55,0.0
2024-07-24,Transport,UPI,Science act now.,2508.63,0.0
2024-07-03,Travel,Cash,City describe.,2717.64,0.0
2024-07-05,Gifts,Cash,Themselves official.,2848.36,0.0
2024-07-21,Travel,Cash,View between result.,2968.66,0.0
2024-07-02,Travel,Credit Card,Kind close recognize.,1587.36,0.0
2024-07-04,Shopping,Credit Card,Rule national customer.,4941.68,0.0
2024-07-23,Transport,UPI,Quite country mother.,1489.59,0.0
2024-07-23,Transport,Net Banking,Strong final street soldier.,4143.45,0.0
2024-07-17,Food,Net Banking,Offer soon according.,3522.21,0.0
2024-07-05,Food,Cash,Purpose as which.,2945.67,0.0
2024-07-18,Travel,UPI,Social answer.,444.25,179.74
2024-07-03,Entertainment,Net Banking,Myself contain issue national.,2010.38,0.0
2024-07-04,Transport,Credit Card,Other although experience suggest.,3807.7,0.0
2024-07-22,Transport,Credit Card,Travel east season.,4495.72,0.0
2024-07-20,Entertainment,Net Banking,Forward yeah.,298.19,0.0
2024-07-22,Travel,UPI,No any.,3231.9,0.0
2024-07-12,Shopping,Cash,General action rate.,1658.27,0.0
2024-07-06,Transport,Debit Card,Particularly prevent during.,1567.73,28.99
2024-07-24,Travel,UPI,Billion face few two.,4690.76,0.0
2024-07-19,Food,UPI,Continue produce.,4725.4,0.0
2024-07-05,Bills,Credit Card,Technology anyone.,2854.58,0.0
2024-07-02,Entertainment,Net Banking,Individual about still.,4816.55,180.75
2024-07-09,Entertainment,Net Banking,Blood popular money.,3376.43,0.0
2024-07-18,Bills,Debit Card,Step building raise.,727.54,0.0
2024-07-21,Gifts,Credit Card,Physical response front.,3001.12,0.0
2024-07-10,Travel,UPI,Subject pass happy.,4175.14,0.0
2024-07-27,Gifts,Credit Card,Reason southern.,1812.37,0.0
2024-07-24,Gifts,Cash,Exist approach.,1130.97,0.0
2024-07-06,Bills,Net Banking,Question apply.,3837.63,62.95
2024-07-21,Bills,Debit Card,Society my painting.,4168.14,0.0
2024-07-14,Bills,Cash,Together federal government.,4929.42,184.64
2024-07-24,Transport,Credit Card,Land piece me.,3891.81,0.0
2024-07-12,Bills,Net Banking,So buy.,1827.43,0.0
2024-07-05,Shopping,UPI,Military name.,1452.9,0.0
2024-07-08,Entertainment,Credit Card,Them standard.,4572.43,0.0
2024-07-01,Bills,UPI,Meet run civil.,2074.15,0.0
2024-07-24,Shopping,Credit Card,Attorney.,1244.93,0.0
2024-07-17,Transport,Cash,During entire.,4121.86,0.0
2024-07-04,Transport,Net Banking,All American win.,3548.3,0.0
2024-07-10,Entertainment,Credit Card,Research billion of.,58.36,0.0
2024-07-20,Bills,UPI,Position whose.,4230.31,0.0
2024-07-11,Transport,Net Banking,Best tell trade.,4084.12,4.43
2024-07-20,Shopping,Debit Card,President paper society.,1100.16,0.0
2024-07-04,Transport,Debit Card,Four lawyer building.,2803.52,0.0
2024-07-07,Shopping,Cash,Large deep suddenly.,863.32,0.0
2024-07-27,Transport,Credit Card,Crime represent usually.,1905.61,0.0
2024-07-04,Entertainment,Credit Card,Book team.,4495.61,0.0
2024-07-18,Gifts,UPI,All around.,1297.72,21.21
2024-07-20,Transport,UPI,Degree summer record.,468.91,0.0
2024-07-23,Transport,Net Banking,Recently purpose.,712.29,0.0
2024-07-10,Travel,Net Banking,Present during same.,1276.88,0.0
2024-07-17,Shopping,Debit Card,Player name bring.,655.61,0.0
2024-07-16,Shopping,Cash,Whose compare anyone.,4081.38,0.0
2024-07-13,Travel,Net Banking,Development reflect.,1477.63,0.0
2024-07-07,Food,Cash,Candidate west.,161.33,0.0
2024-07-03,Gifts,Credit Card,Trade deep edge.,3315.81,0.0
2024-07-22,Bills,Cash,Product drive.,4397.79,0.0
2024-07-20,Bills,Cash,Discuss since upon.,4037.95,0.0
2024-07-15,Bills,Debit Card,Total.,110.93,0.0
2024-07-13,Transport,UPI,Condition before increase either.,1428.66,45.73
2024-07-22,Travel,UPI,Remember expect firm.,2520.18,0.0
2024-07-02,Shopping,Cash,Thank police.,4464.75,57.69
2024-07-02,Entertainment,Credit Card,Power edge.,3713.46,0.0
2024-07-14,Bills,Debit Card,Meet.,4819.59,0.0
2024-07-21,Entertainment,Debit Card,Machine market.,2503.37,0.0
2024-07-24,Travel,Debit Card,With fine.,1983.9,0.0
2024-07-02,Transport,Cash,Lose establish.,2084.37,0.0
2024-07-07,Entertainment,UPI,Building chair wide.,4009.75,182.83
2024-07-02,Transport,Credit Card,Social country.,1871.7,0.0
2024-07-23,Gifts,Debit Card,Expert product indeed.,1122.9,0.0
2024-07-07,Shopping,UPI,Southern value writer.,4817.84,16.78
2024-07-11,Entertainment,UPI,Everyone though side.,2596.91,0.0
2024-07-03,Food,Cash,Social compare.,318.2,0.0
2024-07-16,Shopping,Cash,Deep read possible.,4609.6,0.0
2024-07-12,Gifts,Debit Card,You big positive.,2395.13,0.0
2024-07-23,Bills,Debit Card,Manage.,2032.92,0.0
