date,category,payment_mode,description,amount_paid,cashback
2024-05-08,Bills,Credit Card,Enough money.,692.68,0.0
2024-05-22,Travel,UPI,Onto among central.,1028.13,0.0
2024-05-25,Bills,Cash,Bag long baby option.,3393.89,0.0
2024-05-13,Bills,Net Banking,Political case meeting.,4921.58,3.55
2024-05-25,Entertainment,Net Banking,Hotel candidate different.,1310.36,0.0
2024-05-11,Bills,UPI,Through she sure shoulder.,3142.22,0.0
2024-05-18,Travel,Net Banking,Teach past.,1563.43,28.45
2024-05-04,Gifts,Net Banking,They phone probably.,4886.8,89.08
2024-05-18,Gifts,Cash,System.,3267.78,0.0
2024-05-05,Travel,Net Banking,Them religious parent.,59.08,0.0
2024-05-19,Gifts,UPI,Among hot.,4834.01,0.0
2024-05-09,Food,Credit Card,Information do.,2048.59,31.75
2024-05-14,Entertainment,Debit Card,Draw food.,404.05,0.0
2024-05-14,Travel,Debit Card,When should worker similar.,4273.85,0.0
2024-05-21,Travel,Net Banking,Likely machine.,3946.5,101.98
2024-05-02,Bills,Cash,Prove.,4406.85,0.0
2024-05-11,Food,Credit Card,A science.,3770.51,136.38
2024-05-11,Bills,Net Banking,Enough second home.,4244.24,0.0
2024-05-12,Bills,Credit Card,Dinner.,4870.25,0.0
2024-05-01,Gifts,Cash,Determine newspaper thousand.,2999.01,0.0
2024-05-07,Travel,Credit Card,Reason bag resource.,1002.31,0.0
2024-05-01,Bills,Cash,Offer wife.,2814.17,0.0
2024-05-10,Bills,Credit Card,Involve whether by.,777.27,0.0
2024-05-12,Entertainment,Credit Card,Three happy force.,920.7,0.0
2024-05-09,Transport,Debit Card,Beat same age.,1245.73,155.55
2024-05-12,Travel,Net Banking,Read sure.,3575.39,90.05
2024-05-22,Food,Credit Card,Will statement someone.,3542.1,0.0
2024-05-20,Transport,Debit Card,Discussion nature far too.,1720.71,180.51
2024-05-03,Gifts,UPI,Small cold consider.,2728.59,0.0
2024-05-13,Travel,Cash,Finally class main.,648.1,0.0
2024-05-03,Entertainment,Debit Card,Address risk admit.,4585.82,0.0
2024-05-27,Shopping,UPI,Defense type might.,4901.92,0.0
2024-05-12,Bills,Net Banking,Sure letter of.,4759.34,0.0
2024-05-21,Entertainment,Debit Card,Simply hair up.,3989.84,0.0
2024-05-27,Bills,Debit Card,Dream.,232.24,0.0
2024-05-27,Food,Cash,Economic series.,2609.55,0.0
2024-05-21,Entertainment,Net Banking,Town happy.,2064.28,106.53
2024-05-07,Travel,UPI,And though then apply.,103.39,0.0
2024-05-02,Shopping,Credit Card,Play war.,856.78,0.0
2024-05-26,Gifts,UPI,Pull star still.,3305.16,0.0
2024-05-20,Bills,Debit Card,Agent health road.,1543.35,0.0
2024-05-11,Transport,Debit Card,Lose health occur.,3426.17,0.0
2024-05-26,Gifts,Credit Card,Deep talk.,1769.54,0.0
2024-05-16,Bills,Credit Card,Recent series.,1565.86,47.33
2024-05-16,Gifts,UPI,Tree want.,1281.45,0.0
2024-05-17,Travel,Net Banking,Report north room.,511.58,0.0
2024-05-15,Entertainment,UPI,Land poor.,2245.11,0.0
2024-05-02,Entertainment,Credit Card,Other them.,2891.3,0.0
2024-05-13,Gifts,UPI,Situation.,2987.38,37.92
2024-05-21,Transport,Debit Card,Pick PM soldier time.,379.09,0.0
2024-05-11,Gifts,Net Banking,Reveal while night learn.,2314.38,0.0
2024-05-17,Transport,Cash,Capital.,2888.76,30.97
2024-05-27,Entertainment,UPI,Because.,4639.82,0.0
2024-05-10,Gifts,UPI,Will mother.,912.54,0.0
2024-05-02,Shopping,Debit Card,History material size close.,2645.24,0.0
2024-05-07,Food,UPI,Expert.,2498.82,0.0
2024-05-24,Bills,UPI,Wall.,3558.58,26.74
2024-05-14,Travel,Net Banking,Artist name big.,509.15,0.0
2024-05-23,Food,UPI,Success modern few.,1537.4,0.0
2024-05-14,Entertainment,Cash,Indicate.,3076.75,0.0
2024-05-03,Entertainment,Credit Card,Prove throw.,4646.51,0.0
2024-05-21,Gifts,Debit Card,Begin second.,3117.41,0.0
2024-05-03,Entertainment,Debit Card,See.,1962.73,0.0
2024-05-09,Transport,UPI,Seem worker research.,3327.88,0.0
2024-05-15,Bills,UPI,Degree shake.,2074.3,0.0
2024-05-26,Gifts,Debit Card,Specific military cut.,3587.21,0.0
2024-05-05,Entertainment,Credit Card,Debate.,2341.46,0.0
2024-05-24,Travel,Debit Card,Clear region color.,89.56,0.0
2024-05-03,Gifts,Credit Card,Trouble people good.,264.26,75.35
2024-05-26,Shopping,UPI,Well once season.,3866.09,0.0
2024-05-10,Travel,Cash,Right true message.,1485.01,194.26
2024-05-22,Travel,Cash,Catch husband letter.,1180.15,0.0
2024-05-25,Shopping,Net Banking,Top thing once.,442.28,0.0
2024-05-20,Shopping,Net Banking,Sure fire.,641.83,0.0
2024-05-03,Bills,UPI,Property ability church address.,4150.74,0.0
2024-05-16,Gifts,Debit Card,Pass apply.,1340.37,0.0
2024-05-11,Food,UPI,Seem maintain education.,4925.73,0.0
2024-05-08,Shopping,Debit Card,During evidence.,339.83,0.0
2024-05-20,Entertainment,Credit Card,Role child.,4708.84,0.0
2024-05-02,Transport,UPI,Society present.,4840.78,0.0
2024-05-07,Travel,UPI,Enough specific.,3979.95,0.0
2024-05-08,Gifts,Cash,Marriage executive lay everyone.,2182.14,141.28
2024-05-10,Shopping,UPI,Add allow firm.,2421.08,0.0
2024-05-20,Bills,Cash,Difference here describe.,1224.47,0.0
2024-05-03,Bills,Debit Card,New daughter.,3928.79,162.74
2024-05-09,Bills,Net Banking,Stage newspaper.,2729.98,0.0
2024-05-05,Transport,Cash,Draw number force.,4036.09,0.0
2024-05-07,Travel,Debit Card,Fill federal military state.,768.82,0.0
2024-05-12,Food,Credit Card,Agree population.,3108.64,81.92
2024-05-10,Food,Cash,Child lead.,1768.14,0.0
2024-05-12,Transport,Credit Card,State work.,2013.76,0.0
2024-05-02,Shopping,Debit Card,Front everybody medical.,2910.85,0.0
2024-05-05,Bills,Cash,Those store.,3287.56,0.0
2024-05-03,Food,UPI,Around and.,4018.16,0.0
2024-05-07,Transport,Cash,Large money.,4053.34,0.0
2024-05-12,Transport,Cash,Today during between write.,3583.59,0.0
2024-05-05,Transport,UPI,Yeah miss little of.,2378.63,0.0
2024-05-01,Bills,Debit Card,Industry feeling.,2767.72,76.74
2024-05-13,Food,UPI,Letter over very.,3254.86,0.0
2024-05-11,Entertainment,Debit Card,Still shake.,4801.82,0.0
2024-05-09,Transport,Debit Card,Film western who.,2197.17,0.0
2024-05-08,Travel,Credit Card,Gas soldier offer.,2065.25,0.0
2024-05-12,Travel,UPI,Good.,77.66,0.0
2024-05-06,Shopping,Credit Card,About glass late.,3933.23,0.0
2024-05-18,Shopping,Debit Card,Prepare model community.,1553.04,0.0
2024-05-26,Travel,Net Banking,Others.,4980.13,0.0
2024-05-03,Gifts,Cash,They store drug.,186.54,0.0
2024-05-05,Gifts,UPI,Of lot sport.,3109.58,0.0
2024-05-21,Travel,UPI,Process organization interview.,693.49,0.0
2024-05-16,Shopping,Credit Card,Professor scene.,1262.2,0.0
2024-05-07,Transport,UPI,Production style.,1213.01,0.0
2024-05-08,Transport,UPI,Option return.,3373.74,0.0
2024-05-03,Food,UPI,In feel.,562.52,0.0
2024-05-25,Entertainment,Debit Card,Up whose.,4867.38,0.0
2024-05-18,Transport,Credit Card,Realize responsibility seem energy.,2049.76,0.0
2024-05-26,Shopping,UPI,Available media position.,3238.6,0.0
2024-05-13,Food,UPI,However offer.,2560.43,136.44
2024-05-03,Travel,UPI,Very or hit.,4777.83,0.0
2024-05-21,Travel,Credit Card,Weight these area.,2586.19,0.0
2024-05-20,Shopping,Net Banking,Of me.,3175.08,0.0
2024-05-20,Food,Credit Card,Gas to.,2288.74,0.0
2024-05-23,Transport,Credit Card,Hair energy.,2874.77,0.0
2024-05-01,Entertainment,Cash,Nothing run culture.,384.52,0.0
2024-05-18,Shopping,UPI,Start nature.,2657.27,0.0
2024-05-12,Food,Debit Card,Analysis evidence.,3302.66,72.94
2024-05-12,Bills,UPI,Off employee.,1205.43,0.0
2024-05-01,Transport,Net Banking,Best suggest whole.,2243.14,0.0
2024-05-05,Shopping,Debit Card,Approach consumer.,3121.58,0.0
2024-05-06,Shopping,Cash,Total music hotel.,2726.74,0.0
2024-05-04,Travel,Cash,Decide amount.,1804.85,0.0
2024-05-24,Gifts,Debit Card,Field use within.,3523.07,0.0
2024-05-19,Bills,Cash,Goal fall notice.,4353.58,0.0
2024-05-10,Entertainment,Credit Card,Newspaper discuss.,1183.13,0.0
2024-05-26,Transport,Cash,Themselves bank represent country.,4730.45,0.0
2024-05-06,Food,Credit Card,Level seem middle.,1301.19,0.0
2024-05-22,Travel,Net Banking,Kind expert everyone nothing.,4139.62,0.0
2024-05-02,Shopping,UPI,Need too.,3832.9,0.0
2024-05-04,Shopping,Net Banking,Perform young others.,3591.03,0.0
2024-05-27,Travel,UPI,Political as pass.,4405.62,0.0
2024-05-10,Bills,Cash,Late several issue.,1222.58,0.0
2024-05-08,Travel,Credit Card,Single management.,2787.77,0.0
2024-05-24,Shopping,Debit Card,Sort power.,3716.04,83.64
2024-05-07,Food,Cash,Wait face us.,3502.15,32.53
2024-05-16,Food,Debit Card,Within according.,2687.75,91.34
2024-05-19,Shopping,Net Banking,Forward road PM.,4682.99,0.0
2024-05-08,Bills,UPI,Final one kid.,1336.33,0.0
2024-05-25,Travel,Debit Card,Even.,4984.57,0.0
2024-05-07,Shopping,UPI,Risk much than.,3049.31,0.0
2024-05-15,Entertainment,Cash,Small attention.,2765.16,0.0
2024-05-23,Entertainment,Net Banking,Standard government sell.,1555.12,0.0
2024-05-10,Bills,Credit Card,There fast.,744.35,0.0
2024-05-05,Gifts,Cash,Rise discuss.,608.96,0.0
2024-05-15,Shopping,Debit Card,Throw health fill maybe.,3117.21,57.5
2024-05-03,Gifts,UPI,Because reality couple.,3313.01,0.0
2024-05-11,Entertainment,Credit Card,Such health fast.,1823.69,0.0
2024-05-15,Shopping,Debit Card,Left outside.,3525.67,0.0
