date,category,payment_mode,description,amount_paid,cashback
2024-01-13,Bills,Credit Card,Wrong save sound.,734.52,50.7
2024-01-20,Entertainment,Cash,Green current.,2653.17,0.0
2024-01-01,Gifts,Net Banking,Support standard.,458.68,38.45
2024-01-17,Travel,UPI,Learn both tonight pattern.,264.7,0.0
2024-01-17,Food,Cash,Peace friend.,166.24,65.75
2024-01-10,Bills,Net Banking,Thought fast mean.,3818.96,0.0
2024-01-18,Entertainment,Credit Card,Available nice catch.,2973.99,0.0
2024-01-18,Bills,Cash,Report law nearly.,760.35,0.0
2024-01-06,Gifts,Credit Card,Be truth.,4916.54,0.0
2024-01-08,Travel,Cash,Officer pattern.,629.39,0.0
2024-01-27,Transport,Net Banking,Anyone note.,2139.54,0.0
2024-01-22,Gifts,Debit Card,Start.,939.89,0.0
2024-01-16,Entertainment,Cash,Somebody far meet.,303.45,0.0
2024-01-20,Food,Debit Card,Interest together with citizen.,3709.64,0.0
2024-01-09,Travel,Cash,Focus somebody state challenge.,4880.3,0.0
2024-01-26,Food,Credit Card,Sure four.,3151.2,0.0
2024-01-26,Travel,Debit Card,Product capital sea.,1848.7,0.0
2024-01-26,Food,Debit Card,Begin Mr.,2894.26,192.95
2024-01-04,Food,Net Banking,Director fly best message.,4371.44,0.0
2024-01-21,Gifts,UPI,Those become.,4132.06,0.0
2024-01-12,Food,Credit Card,Employee walk.,2648.42,0.0
2024-01-24,Food,Cash,Talk hotel.,3160.12,0.0
2024-01-15,Transport,Cash,Cut thus none.,3278.13,0.0
2024-01-05,Travel,Debit Card,Machine enter.,4503.62,0.0
2024-01-25,Food,Debit Card,Here traditional.,1718.64,0.0
2024-01-12,Travel,Debit Card,Agreement upon reach.,3488.96,9.94
2024-01-02,Bills,Cash,Experience today.,2907.37,0.0
2024-01-17,Gifts,Debit Card,Image record.,4497.84,0.0
2024-01-17,Transport,Cash,Morning yard.,2158.71,181.81
2024-01-04,Travel,Credit Card,Player.,4701.42,0.0
2024-01-11,Transport,UPI,Hand occur.,3064.02,0.0
2024-01-17,Bills,Debit Card,North indeed.,1786.53,0.0
2024-01-26,Gifts,Net Banking,College expert.,3055.28,0.0
2024-01-15,Transport,Net Banking,Piece catch.,4725.05,0.0
2024-01-09,Entertainment,Credit Card,Action center leader.,2399.79,0.0
2024-01-09,Food,Debit Card,Include account set.,2782.07,0.0
2024-01-15,Entertainment,Credit Card,Task.,1534.75,179.42
2024-01-18,Transport,Cash,Feel opportunity.,4808.18,0.0
2024-01-27,Shopping,Cash,Nothing upon.,332.13,0.0
2024-01-02,Entertainment,Cash,Floor wait south state.,3881.25,0.0
2024-01-23,Bills,UPI,Citizen program back.,944.58,0.0
2024-01-08,Bills,UPI,Product new any.,1042.63,96.6
2024-01-02,Food,Debit Card,Push position.,2305.65,0.0
2024-01-23,Travel,Debit Card,Ground good main.,4198.21,0.0
2024-01-25,Gifts,Debit Card,Building time reason.,4844.11,0.0
2024-01-22,Shopping,UPI,Republican program.,2317.96,0.0
2024-01-05,Bills,Debit Card,Capital air Democrat.,3552.58,0.0
2024-01-25,Travel,Cash,Try industry.,2776.48,31.84
2024-01-09,Transport,Cash,Serious hospital.,4600.41,0.0
2024-01-04,Gifts,UPI,Two central.,3705.57,0.0
2024-01-18,Shopping,Net Banking,Letter method build eight.,2045.42,0.0
2024-01-25,Shopping,Cash,Foot Mrs network.,4126.49,0.0
2024-01-25,Entertainment,Net Banking,Job table save land.,378.01,0.0
2024-01-02,Gifts,Credit Card,High sure.,1411.53,199.97
2024-01-05,Shopping,UPI,Perform beyond good.,1275.27,0.0
2024-01-18,Gifts,UPI,I plan major.,3384.16,0.0
2024-01-20,Food,UPI,In anyone heart.,2436.38,88.56
2024-01-03,Bills,Credit Card,Thus consumer house.,2960.44,0.0
2024-01-07,Bills,Net Banking,Mother say would.,3024.29,0.0
2024-01-26,Food,Cash,Program foot.,1764.63,0.0
2024-01-26,Entertainment,UPI,Race power.,2055.98,0.0
2024-01-21,Travel,Net Banking,Discussion fine.,4729.8,0.0
2024-01-26,Shopping,Credit Card,Face measure herself.,3962.35,0.0
2024-01-25,Shopping,UPI,Nice allow.,1652.18,0.0
2024-01-22,Gifts,Net Banking,Theory week.,345.88,0.0
2024-01-19,Transport,Credit Card,Surface.,4894.41,0.0
2024-01-18,Travel,Net Banking,Throughout where.,362.57,0.0
2024-01-12,Travel,Debit Card,Their meeting attorney.,1312.25,0.0
2024-01-22,Shopping,Cash,Similar leave.,1571.88,0.0
2024-01-16,Entertainment,Net Banking,Big weight paper.,4828.58,0.0
2024-01-27,Gifts,Credit Card,Get player.,3439.75,0.0
2024-01-27,Transport,Debit Card,During hour.,257.72,0.0
2024-01-10,Food,Cash,Party behavior.,2996.16,0.0
2024-01-13,Entertainment,Credit Card,Dark hit.,3876.77,0.0
2024-01-20,Travel,UPI,Main now three.,4794.22,0.0
2024-01-06,Travel,Net Banking,Anyone what.,1567.15,0.0
2024-01-02,Bills,UPI,Think.,159.81,0.0
2024-01-18,Food,Credit Card,Add shake.,4656.77,0.0
2024-01-24,Transport,UPI,Least ready knowledge.,1762.71,1.59
2024-01-16,Transport,UPI,Might film night.,4585.17,0.0
2024-01-03,Transport,Net Banking,Near practice career.,4499.9,0.0
2024-01-15,Gifts,Net Banking,Answer coach.,1424.63,0.0
2024-01-04,Travel,Cash,Soldier well pull.,4303.1,0.0
2024-01-23,Bills,Cash,Clear seat artist.,3749.06,48.58
2024-01-20,Bills,UPI,Energy try.,3910.59,0.0
2024-01-02,Bills,UPI,Billion early.,484.49,0.0
2024-01-05,Food,Debit Card,Point two.,4932.45,0.0
2024-01-25,Bills,Credit Card,Upon dream try.,4382.65,0.0
2024-01-21,Entertainment,Net Banking,Others become.,280.36,196.69
2024-01-02,Transport,Net Banking,Section every indicate newspaper.,448.36,0.0
2024-01-06,Travel,Credit Card,Style my.,3938.22,0.0
2024-01-20,Bills,Credit Card,Tv especially because.,3279.71,0.0
2024-01-13,Travel,Cash,Wish key can.,1497.73,0.0
2024-01-23,Transport,Debit Card,Purpose example.,478.83,0.0
2024-01-14,Gifts,Debit Card,Enjoy such simple.,1291.6,0.0
2024-01-21,Gifts,Debit Card,Bad research tend.,2345.59,0.0
2024-01-22,Shopping,Cash,Kitchen place maintain lay.,4170.21,49.15
2024-01-25,Food,Cash,Week practice.,3970.91,0.0
2024-01-15,Transport,UPI,Education article interest.,1209.62,0.0
2024-01-05,Shopping,Debit Card,Leave show.,3395.16,0.0
2024-01-23,Transport,Net Banking,Last detail southern.,4050.54,0.0
2024-01-10,Entertainment,UPI,Very apply.,4224.07,176.4
2024-01-24,Entertainment,Debit Card,Especially.,4754.65,0.0
2024-01-12,Transport,Debit Card,Purpose always never.,362.62,0.0
2024-01-08,Bills,Debit Card,Support view read.,3003.71,0.0
2024-01-21,Transport,Cash,Half.,4711.28,0.0
2024-01-25,Bills,UPI,Four official crime.,787.48,0.0
2024-01-02,Bills,Debit Card,Return stuff future.,4670.86,0.0
2024-01-25,Travel,Credit Card,Plant build authority.,296.4,0.0
2024-01-22,Gifts,Debit Card,Director arm.,276.73,0.0
2024-01-09,Shopping,Net Banking,Color oil.,2735.37,25.39
2024-01-01,Shopping,Credit Card,Yeah seem forward.,3549.91,0.0
2024-01-06,Bills,Cash,Seven activity.,4483.0,0.0
2024-01-13,Shopping,Cash,Best surface.,1628.32,0.0
2024-01-11,Travel,Debit Card,Large clearly.,1469.94,0.0
2024-01-01,Food,Debit Card,Create investment.,3225.46,0.0
2024-01-16,Shopping,Net Banking,Manage service identify.,520.85,0.0
2024-01-08,Food,Net Banking,Cause group generation.,4585.2,0.0
2024-01-18,Entertainment,Debit Card,Group night.,4200.01,0.0
2024-01-25,Transport,Cash,Might think.,2784.68,0.0
2024-01-21,Gifts,Debit Card,Thank stand.,2882.21,0.0
2024-01-22,Transport,Credit Card,West white.,4608.9,27.02
2024-01-19,Travel,Credit Card,Forward human.,854.69,111.99
2024-01-10,Entertainment,UPI,Catch model.,385.12,3.96
2024-01-27,Bills,Net Banking,Window maybe discussion.,1981.1,0.0
2024-01-26,Gifts,Debit Card,Grow attention pick.,1261.31,0.0
2024-01-02,Entertainment,UPI,Staff clearly.,273.68,0.0
2024-01-22,Transport,Net Banking,Them professional experience.,1281.12,0.0
2024-01-01,Entertainment,Cash,Close respond.,3399.6,0.0
2024-01-10,Shopping,Cash,Pattern staff cost.,1205.81,0.0
2024-01-01,Travel,Credit Card,Role maintain appear.,1960.38,0.0
2024-01-07,Travel,UPI,Prove while especially.,108.59,0.0
2024-01-12,Travel,Credit Card,Room human.,756.05,0.0
2024-01-01,Shopping,Debit Card,Thought seven.,1430.09,0.0
2024-01-04,Shopping,Credit Card,Imagine economy interesting.,1638.77,0.0
2024-01-07,Shopping,Debit Card,Almost young.,4789.67,0.0
2024-01-16,Transport,Credit Card,Three PM.,670.47,110.03
2024-01-20,Bills,Cash,Town citizen choose.,3403.3,103.25
2024-01-13,Food,Net Banking,Authority camera.,1575.01,0.0
2024-01-27,Food,Debit Card,Song.,702.29,0.0
2024-01-15,Entertainment,Net Banking,Dark wonder least pay.,262.58,0.0
2024-01-13,Shopping,UPI,Join world early heart.,851.26,0.0
2024-01-22,Bills,Credit Card,Less concern.,1853.7,0.0
2024-01-25,Food,Net Banking,Fact stop walk.,3791.65,35.51
2024-01-12,Transport,Debit Card,Even theory most.,4395.04,0.0
2024-01-01,Bills,Credit Card,Policy language friend energy.,4814.53,0.0
2024-01-18,Gifts,UPI,Event different last reflect.,4113.43,0.0
2024-01-14,Food,Credit Card,Idea eat standard.,1510.57,0.0
2024-01-04,Food,UPI,Audience talk.,918.67,0.0
2024-01-15,Bills,UPI,With consider yes.,2252.49,0.0
2024-01-26,Transport,UPI,Central board.,2928.3,0.0
2024-01-22,Gifts,UPI,Budget statement.,3066.9,0.0
