date,category,payment_mode,description,amount_paid,cashback
2024-04-08,Gifts,UPI,Suffer already.,4952.93,0.0
2024-04-14,Entertainment,Net Banking,Knowledge wall.,571.55,193.32
2024-04-06,Shopping,Net Banking,Name late defense.,3456.61,0.0
2024-04-11,Bills,Cash,Year team worry.,4659.9,0.0
2024-04-11,Bills,Cash,Public sign part.,2319.35,133.65
2024-04-07,Shopping,Cash,Whose back.,1803.05,0.0
2024-04-22,Shopping,Debit Card,Reduce every former.,3998.3,0.0
2024-04-02,Food,Net Banking,Treatment safe power.,1411.85,0.0
2024-04-13,Travel,Debit Card,Live be offer.,2984.85,0.0
2024-04-08,Food,Credit Card,Green music.,1325.18,0.0
2024-04-19,Travel,Credit Card,War school.,1236.61,0.0
2024-04-04,Gifts,UPI,Interest attack.,4525.39,0.0
2024-04-10,Food,Net Banking,Tend bit.,3114.55,0.0
2024-04-22,Bills,Cash,Even life.,3131.67,86.5
2024-04-17,Gifts,Cash,Husband difference carry.,3370.57,0.0
2024-04-04,Gifts,Net Banking,Thus including.,4310.12,0.0
2024-04-21,Bills,Credit Card,Article possible spend.,4243.45,0.0
2024-04-15,Travel,Cash,May check.,4729.8,192.26
2024-04-08,Transport,Debit Card,Structure south.,2768.9,0.0
2024-04-10,Bills,Debit Card,Break financial develop.,2548.06,91.47
2024-04-21,Food,Cash,Form her theory.,2751.21,0.0
2024-04-13,Bills,Credit Card,Indeed.,4004.79,0.0
2024-04-15,Bills,Credit Card,End capital imagine.,3276.74,0.0
2024-04-19,Bills,Debit Card,Large explain billion.,3395.39,0.0
2024-04-10,Food,Credit Card,Difficult candidate.,3165.85,106.26
2024-04-08,Entertainment,Net Banking,Affect heart it.,2477.84,0.0
2024-04-10,Transport,Debit Card,Help management.,1163.82,10.05
2024-04-14,Entertainment,Debit Card,Page.,4154.97,0.0
2024-04-27,Shopping,UPI,Force look.,4773.79,0.0
2024-04-22,Gifts,Credit Card,Have teacher.,472.22,0.0
2024-04-05,Travel,Credit Card,Manage.,1608.07,0.0
2024-04-07,Shopping,Credit Card,Generation tough board.,1513.16,0.0
2024-04-14,Bills,UPI,Thing economy matter.,1109.47,0.0
2024-04-12,Bills,Cash,Yourself weight action page.,4945.2,0.0
2024-04-04,Entertainment,Net Banking,Case voice nor.,195.28,0.0
2024-04-19,Transport,Net Banking,Perform.,3643.52,0.0
2024-04-03,Gifts,Credit Card,Heavy author Congress forget.,2141.76,0.0
2024-04-14,Bills,UPI,Public difficult.,397.82,54.56
2024-04-13,Shopping,Cash,Place tell democratic.,4045.85,0.0
2024-04-21,Bills,Net Banking,High inside authority.,692.54,0.0
2024-04-27,Shopping,UPI,Be each.,1636.96,0.0
2024-04-01,Shopping,Net Banking,Claim nor remain.,1588.4,0.0
2024-04-23,Shopping,Credit Card,Represent fill may.,3305.93,0.0
2024-04-17,Food,UPI,Condition none east.,3694.33,0.0
2024-04-11,Shopping,Cash,Near quality growth.,1140.74,0.0
2024-04-12,Transport,UPI,Police fine plan.,3670.03,0.0
2024-04-12,Bills,Net Banking,Building.,422.46,0.0
2024-04-02,Food,Debit Card,Not to.,3563.79,0.0
2024-04-21,Travel,Net Banking,Role present seven.,4235.35,0.0
2024-04-10,Transport,Net Banking,Finally past measure.,1141.24,0.0
2024-04-02,Travel,Net Banking,Reveal for clearly.,2195.11,0.0
2024-04-05,Shopping,Net Banking,Property learn.,3180.76,0.0
2024-04-20,Shopping,Debit Card,During past now.,4595.3,0.0
