date,category,payment_mode,description,amount_paid,cashback
2024-08-16,Travel,Credit Card,Sure play morning.,1484.21,159.88
2024-08-13,Entertainment,UPI,Difference dark.,3841.42,0.0
2024-08-17,Entertainment,Debit Card,Fear find direction.,1871.12,0.0
2024-08-03,Food,UPI,Ask.,3474.47,0.0
2024-08-03,Travel,Cash,Listen dream above affect.,520.8,0.0
2024-08-01,Gifts,UPI,Record arrive forget.,931.17,0.0
2024-08-07,Entertainment,Credit Card,Several fund decision.,4615.45,0.0
2024-08-03,Food,Credit Card,Television body large.,3082.56,0.0
2024-08-12,Travel,Cash,Try central.,660.07,0.0
2024-08-10,Shopping,UPI,Factor say.,1653.23,0.0
2024-08-07,Gifts,Credit Card,Blood that.,1647.87,0.0
2024-08-03,Travel,UPI,Night reality analysis.,4220.73,0.0
2024-08-03,Gifts,UPI,Fact paper professor them.,83.82,190.04
2024-08-25,Food,Cash,Finish.,2001.44,0.0
2024-08-26,Gifts,Debit Card,Feeling impact.,2084.59,0.0
2024-08-08,Shopping,Debit Card,Foreign couple yeah.,836.13,174.05
2024-08-01,Gifts,Cash,Main hold long probably.,228.42,0.0
2024-08-05,Travel,Cash,Energy.,364.1,0.0
2024-08-03,Entertainment,Cash,Challenge their a.,4007.93,0.0
2024-08-06,Transport,Net Banking,Simply above.,4952.17,0.0
2024-08-07,Shopping,Credit Card,Kitchen level.,159.91,0.0
2024-08-26,Gifts,Cash,Possible source.,3570.37,0.0
2024-08-18,Shopping,Debit Card,Authority sport.,149.53,0.0
2024-08-23,Gifts,Credit Card,Nice order way.,1478.53,0.0
2024-08-25,Gifts,Cash,Can hospital affect.,1979.61,0.0
2024-08-13,Travel,Net Banking,Good matter mouth.,2821.19,0.0
2024-08-05,Shopping,Debit Card,Until agreement.,186.54,105.47
2024-08-20,Travel,Net Banking,Thus.,3867.87,0.0
2024-08-03,Entertainment,Cash,Expect argue.,968.8,0.0
2024-08-19,Transport,Cash,Social entire.,2011.5,0.0
2024-08-05,Entertainment,Credit Card,Experience book.,566.34,0.0
2024-08-26,Bills,UPI,Attack huge.,2160.24,0.0
2024-08-03,Transport,Net Banking,Work kid.,3543.75,0.0
2024-08-24,Transport,Cash,Parent.,1974.6,0.0
2024-08-02,Shopping,Debit Card,Building well man.,2282.03,0.0
2024-08-05,Gifts,Credit Card,While about.,3098.8,0.0
2024-08-22,Bills,UPI,Instead difference skill.,4104.75,0.0
2024-08-10,Food,UPI,Common fine line.,1442.76,186.62
2024-08-16,Shopping,Cash,Thought within question.,3310.12,0.0
2024-08-18,Gifts,Credit Card,Step organization.,4133.74,0.0
2024-08-02,Travel,Cash,Why.,2551.95,0.0
2024-08-12,Bills,Debit Card,Natural mission.,1707.02,0.0
2024-08-23,Gifts,Net Banking,Share thousand skill.,1439.92,0.0
2024-08-25,Food,Cash,Tonight report.,4933.75,0.0
2024-08-04,Entertainment,Cash,Sell now.,2212.34,0.0
2024-08-02,Bills,Net Banking,Sell market.,2545.81,0.0
2024-08-16,Shopping,Credit Card,True person.,1209.95,0.0
2024-08-24,Bills,Credit Card,Music according manager.,1424.33,0.0
2024-08-17,Food,UPI,Threat.,4689.75,0.0
2024-08-24,Entertainment,Cash,Both not.,820.53,0.0
2024-08-27,Transport,Debit Card,Both four white.,2015.15,0.0
2024-08-16,Bills,Cash,Water whatever.,3874.75,0.0
2024-08-05,Entertainment,Debit Card,North late believe.,4730.79,157.15
2024-08-07,Shopping,Credit Card,Prevent either cause.,4638.0,8.8
2024-08-09,Transport,Cash,Score will.,959.59,168.98
2024-08-13,Transport,Debit Card,Ahead today.,4110.19,0.0
2024-08-19,Shopping,Net Banking,Recently station.,3396.97,0.0
2024-08-19,Food,Net Banking,Reality between model mouth.,2208.65,0.0
2024-08-18,Food,Debit Card,Say figure shoulder.,3156.22,0.0
2024-08-19,Transport,Credit Card,In south main.,634.97,0.0
2024-08-15,Transport,Credit Card,College culture shake.,4622.51,0.0
2024-08-26,Gifts,UPI,Majority major upon.,2119.78,0.0
2024-08-01,Food,Cash,Tonight side small.,4839.38,0.0
2024-08-03,Gifts,Cash,News cold.,906.62,77.89
2024-08-16,Bills,UPI,Example candidate.,3377.56,28.7
2024-08-15,Transport,Credit Card,Class sound southern.,1982.87,0.0
2024-08-27,Transport,Debit Card,Prove civil method white.,3450.47,193.02
2024-08-06,Entertainment,Debit Card,Onto try.,1756.15,167.01
2024-08-26,Entertainment,Debit Card,Building religious high space.,1568.32,0.0
2024-08-14,Bills,Debit Card,Pass million girl.,1054.62,0.0
2024-08-18,Shopping,Debit Card,Window none out.,4597.59,0.0
2024-08-02,Shopping,Credit Card,Institution Congress tend.,4009.77,0.0
2024-08-07,Travel,UPI,Issue second evening.,1829.55,49.86
2024-08-12,Gifts,Credit Card,School college.,752.52,0.0
2024-08-10,Bills,UPI,Realize town.,1775.14,0.0
2024-08-19,Shopping,Debit Card,Dinner.,1506.84,0.0
2024-08-05,Gifts,Cash,Front development.,1876.59,0.0
2024-08-18,Gifts,Cash,Weight baby start.,3960.78,0.0
2024-08-03,Food,UPI,Whatever record.,4338.87,151.86
2024-08-21,Bills,Debit Card,Black shoulder.,4114.49,0.0
2024-08-26,Bills,Cash,Dog than.,1276.45,102.58
2024-08-03,Food,Net Banking,Rather.,2721.81,73.73
2024-08-08,Food,Credit Card,Establish.,4763.15,0.0
2024-08-24,Transport,UPI,Ready open suddenly.,230.58,0.0
2024-08-19,Shopping,Credit Card,Late.,1636.55,0.0
2024-08-13,Entertainment,Cash,Site knowledge.,3397.3,0.0
2024-08-21,Travel,Debit Card,Play tell hundred.,448.43,0.0
2024-08-13,Travel,Debit Card,Window stock me.,3909.69,41.77
2024-08-15,Gifts,Cash,Fire situation name.,4415.17,0.0
2024-08-19,Transport,Credit Card,Me.,931.61,0.0
2024-08-07,Travel,Credit Card,Author quality.,3655.74,0.0
2024-08-11,Bills,Credit Card,Yet experience need.,3830.01,0.0
